season,date,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,probPredWinner,actualWinner,predImpWinner,probPred,impPred,proj1Result,proj2Result,xg1Result,xg2Result,nsxg1Result,nsxg2Result
2019,2019-06-16,Chinese Super League,Jiangsu Suning FC,Guizhou Renhe,51.23,32.17,0.6274,0.1401,0.2325,1.88,0.75,24.6,47.0,4.0,1.0,1.86,0.86,2.13,0.65,team1,team1,team2,1,0,0,1,0,1,0,1
2019,2019-06-21,Chinese Super League,Jiangsu Suning FC,Shanghai Greenland,51.52,40.24,0.5594,0.19399999999999998,0.2466,1.81,0.96,28.1,40.0,0.0,1.0,0.97,0.87,1.68,0.49,team1,team2,team2,0,1,0,1,0,1,0,0
2019,2019-06-22,Chinese Super League,Beijing Guoan,Guangzhou RF,59.95,39.43,0.7369,0.0999,0.1632,2.63,0.88,80.1,15.4,3.0,2.0,1.13,2.61,2.99,1.23,team1,team1,team1,1,1,1,0,0,0,1,0
2019,2019-06-22,Chinese Super League,Guangzhou Evergrande,Hebei China Fortune FC,61.64,41.0,0.6986,0.11,0.1913,2.26,0.77,63.3,22.4,2.0,1.0,1.82,1.21,1.54,2.26,team1,team1,team1,1,1,1,1,1,1,1,0
2019,2019-06-22,Chinese Super League,Shanghai SIPG,Guizhou Renhe,58.49,31.98,0.7546,0.0679,0.1775,2.19,0.49,53.5,51.3,3.0,0.0,0.96,0.48,1.95,0.51,team1,team1,team1,1,1,0,1,0,1,0,0
2019,2019-06-22,Chinese Super League,Henan Jianye,Shenzhen FC,36.66,33.37,0.4688,0.2371,0.2941,1.38,0.89,36.2,49.0,1.0,0.0,0.98,0.05,1.19,0.44,team1,team1,team2,1,0,1,0,1,1,1,1
2019,2019-06-22,Chinese Super League,Tianjin Teda,Shandong Luneng,39.09,52.37,0.3083,0.4176,0.2741,1.23,1.47,12.9,34.9,2.0,1.0,0.9,0.86,0.64,1.48,team2,team1,team2,0,0,0,1,0,1,0,1
2019,2019-06-23,Chinese Super League,Dalian Aerbin,Tianjin Quanujian,42.0,34.1,0.5055,0.2262,0.2683,1.6,0.98,26.6,60.4,2.0,2.0,2.23,0.69,1.6,0.91,team1,tie,team2,0,0,1,0,1,0,1,0
2019,2019-06-23,Chinese Super League,Wuhan Zall,Chongqing Lifan,36.09,38.15,0.4316,0.2766,0.2918,1.36,1.03,16.1,10.4,2.0,3.0,0.82,1.17,1.23,0.77,team1,team2,team1,0,0,0,0,0,0,0,0
2019,2019-06-29,Chinese Super League,Chongqing Lifan,Tianjin Teda,38.69,39.29,0.4435,0.2664,0.29,1.38,1.01,5.3,5.1,1.0,0.0,0.7,0.85,0.96,1.54,team1,team1,team1,1,1,1,0,1,0,1,0
2019,2019-06-29,Chinese Super League,Guizhou Renhe,Dalian Aerbin,31.67,41.97,0.3753,0.3356,0.2891,1.29,1.2,58.7,24.5,1.0,3.0,1.47,2.94,0.95,2.6,team1,team2,team1,0,0,1,0,1,1,1,1
2019,2019-06-29,Chinese Super League,Guangzhou RF,Henan Jianye,40.8,37.12,0.4926,0.2593,0.2481,1.8,1.25,19.8,15.8,2.0,0.0,1.78,0.24,1.24,0.68,team1,team1,team1,1,1,1,0,1,1,0,0
2019,2019-06-29,Chinese Super League,Hebei China Fortune FC,Wuhan Zall,42.23,35.6,0.5342,0.2096,0.2562,1.72,0.98,31.6,18.6,0.0,2.0,0.71,1.73,2.68,0.92,team1,team2,team1,0,0,0,0,0,1,0,0
2019,2019-06-30,Chinese Super League,Shenzhen FC,Shanghai SIPG,32.83,58.76,0.2121,0.5162,0.2718,0.91,1.57,51.5,56.9,0.0,1.0,0.76,1.86,1.22,0.9,team2,team2,team2,1,1,0,0,0,0,0,1
2019,2019-06-30,Chinese Super League,Shandong Luneng,Beijing Guoan,52.1,58.81,0.3406,0.3953,0.2641,1.4,1.52,26.8,87.3,2.0,0.0,0.98,2.01,0.56,1.79,team2,team1,team2,0,0,0,0,0,0,0,0
2019,2019-06-30,Chinese Super League,Tianjin Quanujian,Jiangsu Suning FC,34.19,50.61,0.3208,0.4072,0.272,1.28,1.48,51.5,16.2,2.0,2.0,1.06,1.77,0.61,1.4,team2,tie,team1,0,0,0,0,0,1,0,0
2019,2019-07-01,Chinese Super League,Shanghai Greenland,Guangzhou Evergrande,40.95,60.52,0.2449,0.5042,0.251,1.17,1.77,26.1,64.8,0.0,3.0,0.66,1.49,0.95,0.92,team2,team2,team2,1,1,0,0,0,0,0,0
2019,2019-07-05,Chinese Super League,Tianjin Quanujian,Guangzhou Evergrande,34.06,61.51,0.1903,0.581,0.2287,1.06,2.01,53.9,77.6,1.0,3.0,0.81,3.05,0.85,1.52,team2,team2,team2,1,1,1,0,1,1,1,0
2019,2019-07-06,Chinese Super League,Guangzhou RF,Chongqing Lifan,41.74,38.32,0.491,0.2592,0.2498,1.78,1.24,8.5,2.2,4.0,2.0,3.04,1.94,1.68,1.49,team1,team1,team1,1,1,0,0,0,1,0,0
2019,2019-07-06,Chinese Super League,Beijing Guoan,Wuhan Zall,58.96,36.86,0.7451,0.0784,0.1765,2.27,0.59,89.5,4.2,3.0,0.0,2.45,0.43,2.24,0.8,team1,team1,team1,1,1,0,0,0,1,0,0
2019,2019-07-06,Chinese Super League,Shanghai SIPG,Shanghai Greenland,58.83,39.82,0.6727,0.1106,0.2167,1.96,0.64,59.0,27.5,3.0,1.0,2.63,1.21,1.29,0.78,team1,team1,team1,1,1,0,1,1,1,0,1
2019,2019-07-07,Chinese Super League,Tianjin Teda,Jiangsu Suning FC,39.57,50.79,0.3437,0.3712,0.285,1.25,1.31,6.5,6.6,2.0,1.0,0.36,0.81,0.72,1.22,team2,team1,team2,0,0,0,1,0,1,0,1
2019,2019-07-07,Chinese Super League,Dalian Aerbin,Henan Jianye,43.89,36.18,0.5206,0.2058,0.2737,1.55,0.87,9.4,15.3,3.0,1.0,2.57,2.06,1.71,2.12,team1,team1,team2,1,0,0,1,1,0,0,0
2019,2019-07-07,Chinese Super League,Hebei China Fortune FC,Shenzhen FC,40.92,32.66,0.5218,0.2053,0.2729,1.56,0.87,46.7,59.3,1.0,1.0,2.32,0.33,2.05,0.76,team1,tie,team2,0,0,0,1,0,0,0,1
2019,2019-07-07,Chinese Super League,Guizhou Renhe,Shandong Luneng,30.08,51.84,0.2779,0.4555,0.2667,1.18,1.59,55.7,12.6,0.0,2.0,0.65,1.38,0.9,1.19,team2,team2,team1,1,0,0,1,0,0,0,0
2019,2019-07-10,Chinese Super League,Beijing Guoan,Chongqing Lifan,59.85,38.02,0.7444,0.0762,0.1794,2.22,0.55,91.6,1.4,4.0,1.0,2.54,1.07,1.59,0.73,team1,team1,team1,1,1,0,1,0,1,0,1
2019,2019-07-11,Chinese Super League,Tianjin Teda,Guangzhou Evergrande,39.58,62.17,0.1917,0.5635,0.2448,0.96,1.82,1.8,83.3,0.0,3.0,1.48,1.29,2.16,1.53,team2,team2,team2,1,1,0,0,0,0,0,0
2019,2019-07-12,Chinese Super League,Hebei China Fortune FC,Shanghai Greenland,41.36,39.89,0.4725,0.2611,0.2664,1.6,1.13,42.3,37.3,2.0,1.0,0.9,0.33,1.36,1.33,team1,team1,team1,1,1,1,1,0,0,0,1
2019,2019-07-12,Chinese Super League,Dalian Aerbin,Guangzhou RF,43.88,42.24,0.48700000000000004,0.2797,0.2333,1.99,1.47,3.7,2.5,3.0,2.0,2.07,1.4,1.55,0.8,team1,team1,team1,1,1,0,0,0,0,0,0
2019,2019-07-12,Chinese Super League,Henan Jianye,Shandong Luneng,36.41,52.39,0.3015,0.4159,0.2826,1.16,1.4,19.3,16.6,3.0,2.0,1.63,1.14,0.9,2.78,team2,team1,team1,0,1,0,0,0,0,0,0
2019,2019-07-13,Chinese Super League,Tianjin Quanujian,Shenzhen FC,33.44,32.27,0.4582,0.2523,0.2895,1.4,0.97,66.0,67.1,2.0,2.0,1.28,1.03,1.81,1.02,team1,tie,team2,0,0,0,0,0,0,1,0
2019,2019-07-13,Chinese Super League,Guizhou Renhe,Wuhan Zall,29.49,35.99,0.4209,0.2928,0.2863,1.38,1.11,53.1,8.3,0.0,2.0,0.21,1.78,0.71,1.39,team1,team2,team1,0,0,0,0,1,1,0,0
2019,2019-07-13,Chinese Super League,Jiangsu Suning FC,Shanghai SIPG,50.69,58.92,0.3245,0.3959,0.2796,1.24,1.4,5.9,59.1,0.0,3.0,1.28,1.43,1.01,1.17,team2,team2,team2,1,1,0,0,0,0,0,0
2019,2019-07-16,Chinese Super League,Guangzhou RF,Tianjin Teda,40.36,37.83,0.4774,0.2791,0.2435,1.74,1.28,4.8,2.5,2.0,1.0,2.22,0.76,1.61,0.83,team1,team1,team1,1,1,1,1,1,1,1,1
2019,2019-07-16,Chinese Super League,Shanghai Greenland,Henan Jianye,38.01,35.14,0.5152,0.2164,0.2684,1.52,0.88,42.8,7.8,3.0,2.0,3.16,1.99,1.38,1.9,team1,team1,team1,1,1,0,0,1,1,0,1
2019,2019-07-16,Chinese Super League,Guangzhou Evergrande,Dalian Aerbin,60.58,42.45,0.7099,0.1053,0.1848,2.22,0.72,83.1,0.8,4.0,1.0,1.72,1.24,2.63,1.45,team1,team1,team1,1,1,0,1,0,1,0,1
2019,2019-07-17,Chinese Super League,Wuhan Zall,Jiangsu Suning FC,35.84,47.61,0.3378,0.3808,0.2814,1.18,1.28,1.6,0.7,1.0,1.0,0.81,0.32,1.37,1.06,team2,tie,team1,0,0,1,1,1,0,1,1
2019,2019-07-17,Chinese Super League,Shanghai SIPG,Hebei China Fortune FC,58.43,39.72,0.6864,0.1096,0.204,2.0,0.65,63.0,18.6,3.0,0.0,1.36,0.23,1.85,0.92,team1,team1,team1,1,1,0,0,0,1,0,0
2019,2019-07-17,Chinese Super League,Beijing Guoan,Guizhou Renhe,58.66,26.4,0.8283,0.0393,0.1324,2.45,0.37,87.1,61.8,2.0,1.0,2.43,0.41,2.32,0.83,team1,team1,team1,1,1,1,0,1,0,1,1
2019,2019-07-17,Chinese Super League,Shenzhen FC,Chongqing Lifan,30.67,36.0,0.4442,0.2612,0.2945,1.28,0.91,53.4,1.5,0.0,2.0,0.8,1.73,1.4,1.28,team1,team2,team1,0,0,0,0,0,1,0,0
2019,2019-07-17,Chinese Super League,Shandong Luneng,Tianjin Quanujian,50.39,31.69,0.6088,0.1659,0.2253,1.91,0.88,5.0,53.8,2.0,1.0,1.92,1.8,2.12,1.88,team1,team1,team2,1,0,1,1,1,0,1,0
2019,2019-07-20,Chinese Super League,Guangzhou RF,Guangzhou Evergrande,41.08,60.61,0.2125,0.5825,0.2049,1.31,2.26,0.9,80.5,0.0,5.0,1.16,3.2,1.3,1.36,team2,team2,team2,1,1,0,0,0,0,0,0
2019,2019-07-20,Chinese Super League,Tianjin Teda,Dalian Aerbin,37.16,42.63,0.4048,0.3198,0.2754,1.36,1.18,2.8,1.0,3.0,3.0,2.89,1.38,1.5,0.74,team1,tie,team1,0,0,0,0,1,0,0,0
2019,2019-07-21,Chinese Super League,Guizhou Renhe,Shanghai Greenland,26.77,37.99,0.3553,0.3652,0.2794,1.24,1.26,56.5,32.6,1.0,4.0,1.67,1.67,2.12,1.02,team2,team2,team1,1,0,1,0,0,0,0,0
2019,2019-07-21,Chinese Super League,Henan Jianye,Wuhan Zall,35.43,36.03,0.4534,0.2684,0.2782,1.4,1.01,10.7,0.6,0.0,0.0,1.07,0.4,2.03,0.57,team1,tie,team1,0,0,0,0,0,1,0,0
2019,2019-07-21,Chinese Super League,Hebei China Fortune FC,Tianjin Quanujian,39.22,32.72,0.5032,0.2438,0.253,1.65,1.07,34.6,62.0,2.0,2.0,1.51,1.99,1.54,1.81,team1,tie,team2,0,0,1,0,1,1,1,1
2019,2019-07-21,Chinese Super League,Shandong Luneng,Shenzhen FC,49.42,29.38,0.6096,0.1519,0.2385,1.75,0.74,4.0,52.8,3.0,0.0,1.82,0.77,1.76,1.53,team1,team1,team2,1,0,0,0,0,0,0,0
2019,2019-07-21,Chinese Super League,Jiangsu Suning FC,Beijing Guoan,47.28,58.27,0.2847,0.4544,0.261,1.17,1.54,0.4,84.6,1.0,0.0,1.8,2.63,0.52,2.01,team2,team1,team2,0,0,1,0,0,0,1,0
2019,2019-07-21,Chinese Super League,Chongqing Lifan,Shanghai SIPG,37.44,58.81,0.1954,0.5501,0.2545,0.86,1.64,0.3,76.4,2.0,2.0,1.42,0.54,1.19,0.91,team2,tie,team2,0,0,0,1,0,0,0,0
2019,2019-07-27,Chinese Super League,Hebei China Fortune FC,Chongqing Lifan,38.17,38.62,0.4734,0.2615,0.2651,1.52,1.06,28.0,0.2,3.0,0.0,1.61,1.05,1.36,1.1,team1,team1,team1,1,1,0,0,0,0,0,0
2019,2019-07-27,Chinese Super League,Dalian Aerbin,Shandong Luneng,42.06,49.7,0.375,0.3721,0.2529,1.49,1.48,0.9,7.2,1.0,0.0,1.11,0.52,1.66,2.61,team1,team1,team2,1,0,1,0,1,0,0,0
2019,2019-07-27,Chinese Super League,Henan Jianye,Beijing Guoan,35.78,58.7,0.1978,0.5659,0.2363,0.98,1.82,8.2,75.9,1.0,0.0,0.61,2.16,0.75,2.11,team2,team1,team2,0,0,1,0,1,0,1,0
2019,2019-07-27,Chinese Super League,Shanghai Greenland,Guangzhou RF,38.34,39.5,0.4688,0.299,0.2322,1.87,1.46,15.8,1.6,5.0,3.0,2.11,1.35,1.65,0.87,team1,team1,team1,1,1,0,0,0,0,0,0
2019,2019-07-28,Chinese Super League,Wuhan Zall,Shanghai SIPG,35.55,57.72,0.1943,0.5459,0.2598,0.83,1.59,0.7,70.7,1.0,1.0,0.78,1.48,0.97,1.75,team2,tie,team2,0,0,1,0,1,1,1,0
2019,2019-07-28,Chinese Super League,Jiangsu Suning FC,Shenzhen FC,46.83,29.22,0.5774,0.1654,0.2572,1.6,0.72,0.3,56.2,2.0,0.0,2.08,1.02,0.85,1.69,team1,team1,team2,1,0,1,0,1,0,0,0
2019,2019-07-28,Chinese Super League,Guangzhou Evergrande,Guizhou Renhe,62.1,26.56,0.8724,0.0248,0.1028,2.71,0.3,100.0,39.9,3.0,0.0,2.46,0.12,1.94,0.37,team1,team1,team1,1,1,1,1,0,1,0,1
2019,2019-07-28,Chinese Super League,Tianjin Quanujian,Tianjin Teda,33.84,37.97,0.4575,0.2777,0.2647,1.51,1.12,57.0,2.7,1.0,0.0,0.78,0.6,0.52,1.41,team1,team1,team1,1,1,0,0,1,0,1,0
2019,2019-08-02,Chinese Super League,Shenzhen FC,Guizhou Renhe,29.66,26.02,0.5129,0.2067,0.2803,1.42,0.79,70.2,49.2,1.0,1.0,1.18,0.86,1.5,0.98,team1,tie,team1,0,0,1,1,1,1,1,1
2019,2019-08-02,Chinese Super League,Shanghai Greenland,Wuhan Zall,39.21,35.52,0.4964,0.2392,0.2644,1.54,0.99,9.8,0.5,2.0,2.0,0.98,2.1,2.01,0.48,team1,tie,team1,0,0,1,0,0,1,1,0
2019,2019-08-02,Chinese Super League,Chongqing Lifan,Dalian Aerbin,37.53,42.17,0.3929,0.3415,0.2656,1.41,1.3,0.0,0.3,1.0,3.0,1.76,1.83,1.19,1.68,team1,team2,team2,0,1,1,0,0,0,1,0
2019,2019-08-02,Chinese Super League,Guangzhou RF,Jiangsu Suning FC,38.74,46.38,0.373,0.3862,0.2409,1.6,1.64,3.0,0.2,2.0,2.0,1.01,1.42,1.36,1.95,team2,tie,team1,0,0,1,1,0,0,0,1
2019,2019-08-02,Chinese Super League,Beijing Guoan,Hebei China Fortune FC,58.81,39.31,0.6954,0.1132,0.1914,2.17,0.74,61.4,13.5,2.0,0.0,2.69,0.51,1.97,0.58,team1,team1,team1,1,1,1,0,0,0,1,0
2019,2019-08-03,Chinese Super League,Tianjin Teda,Henan Jianye,38.03,35.55,0.479,0.2411,0.2798,1.41,0.92,3.8,2.3,2.0,0.0,2.73,0.54,2.12,1.68,team1,team1,team1,1,1,0,0,0,0,1,0
2019,2019-08-03,Chinese Super League,Shandong Luneng,Guangzhou Evergrande,49.46,62.64,0.2557,0.4997,0.2446,1.18,1.74,4.5,100.0,0.0,3.0,1.01,1.45,1.55,1.43,team2,team2,team2,1,1,0,0,0,0,0,0
2019,2019-08-03,Chinese Super League,Shanghai SIPG,Tianjin Quanujian,57.73,33.64,0.6998,0.105,0.1952,2.09,0.66,48.0,51.2,0.0,0.0,1.52,0.33,1.66,0.49,team1,tie,team2,0,0,0,0,0,1,0,1
2019,2019-08-09,Chinese Super League,Dalian Aerbin,Jiangsu Suning FC,43.44,46.67,0.3967,0.3406,0.2627,1.45,1.32,0.2,0.1,2.0,2.0,0.8,1.71,1.12,2.14,team1,tie,team1,0,0,0,0,0,1,0,1
2019,2019-08-09,Chinese Super League,Guangzhou RF,Shanghai SIPG,38.44,57.18,0.247,0.5255,0.2275,1.28,1.95,1.6,24.4,2.0,2.0,1.31,2.79,0.99,2.62,team2,tie,team2,0,0,0,1,0,0,0,0
2019,2019-08-09,Chinese Super League,Henan Jianye,Guizhou Renhe,34.52,26.32,0.5189,0.2138,0.2673,1.53,0.88,6.8,33.9,2.0,1.0,1.57,0.66,1.63,1.71,team1,team1,team2,1,0,1,1,1,1,1,0
2019,2019-08-10,Chinese Super League,Hebei China Fortune FC,Shandong Luneng,38.62,48.48,0.3728,0.3635,0.2637,1.39,1.37,18.5,1.8,0.0,3.0,1.1,2.15,1.73,2.6,team1,team2,team1,0,0,0,0,0,0,0,1
2019,2019-08-10,Chinese Super League,Tianjin Teda,Wuhan Zall,39.16,36.03,0.4503,0.2628,0.287,1.34,0.95,0.9,0.1,2.0,1.0,1.28,1.39,1.91,1.3,team1,team1,team1,1,1,0,1,0,1,1,1
2019,2019-08-11,Chinese Super League,Chongqing Lifan,Tianjin Quanujian,36.44,33.89,0.4367,0.2932,0.27,1.45,1.14,0.1,50.1,1.0,1.0,0.43,0.87,0.73,0.72,team1,tie,team2,0,0,1,1,0,1,1,1
2019,2019-08-11,Chinese Super League,Beijing Guoan,Guangzhou Evergrande,59.38,63.48,0.4171,0.3264,0.2565,1.54,1.33,100.0,100.0,1.0,3.0,0.71,0.73,0.8,0.82,team1,team2,tie,0,0,0,0,1,0,1,0
2019,2019-08-13,Chinese Super League,Jiangsu Suning FC,Henan Jianye,47.68,34.33,0.5235,0.2185,0.2581,1.61,0.94,0.1,0.8,3.0,0.0,1.64,0.48,1.02,0.75,team1,team1,team2,1,0,0,0,0,1,0,0
2019,2019-08-14,Chinese Super League,Guizhou Renhe,Hebei China Fortune FC,26.51,37.11,0.34,0.3873,0.2727,1.25,1.35,34.3,35.0,1.0,2.0,0.65,1.37,1.31,0.67,team2,team2,team2,1,1,1,0,1,0,1,0
2019,2019-08-14,Chinese Super League,Shenzhen FC,Guangzhou RF,29.35,38.16,0.4183,0.3332,0.2484,1.62,1.42,57.7,2.0,4.0,0.0,3.65,0.22,1.38,0.56,team1,team1,team1,1,1,0,0,1,1,0,0
2019,2019-08-14,Chinese Super League,Shanghai SIPG,Tianjin Teda,57.57,39.2,0.6452,0.1271,0.2277,1.81,0.65,8.1,0.0,5.0,1.0,3.76,1.37,1.78,1.34,team1,team1,team1,1,1,0,1,0,1,0,1
2019,2019-08-15,Chinese Super League,Tianjin Quanujian,Shanghai Greenland,34.53,38.78,0.4583,0.2839,0.2578,1.58,1.19,65.8,16.8,2.0,2.0,0.96,1.76,0.9,1.72,team1,tie,team1,0,0,1,0,0,1,0,1
2019,2019-08-15,Chinese Super League,Dalian Aerbin,Beijing Guoan,42.52,58.25,0.287,0.4676,0.2455,1.29,1.71,0.0,18.9,0.0,2.0,0.54,1.33,1.19,1.7,team2,team2,team2,1,1,0,1,0,0,0,1
2019,2019-08-15,Chinese Super League,Guangzhou Evergrande,Chongqing Lifan,64.41,35.68,0.8168,0.0453,0.1379,2.43,0.41,55.1,0.1,1.0,1.0,1.82,0.55,2.44,0.65,team1,tie,team1,0,0,0,0,0,1,0,1
2019,2019-08-15,Chinese Super League,Wuhan Zall,Shandong Luneng,36.1,50.15,0.3189,0.41,0.2712,1.2,1.4,0.5,2.8,2.0,1.0,2.21,0.72,1.35,1.87,team2,team1,team2,0,0,0,1,1,1,0,0
2019,2019-08-16,Argentina Primera Division,Argentinos Juniors,Banfield,41.73,44.06,0.4111,0.3073,0.2815,1.32,1.11,3.3,6.3,3.0,2.0,0.88,1.57,0.9,1.07,team1,team1,team2,1,0,0,0,0,1,0,0
2019,2019-08-16,Argentina Primera Division,Talleres de Córdoba,Central Córdoba Santiago del Estero,41.94,36.4,0.4993,0.2319,0.2687,1.51,0.94,3.6,1.7,1.0,1.0,1.13,0.74,1.76,0.78,team1,tie,team1,0,0,0,1,1,1,0,1
2019,2019-08-17,Argentina Primera Division,Newell's Old Boys,Union Santa Fe,42.24,43.81,0.4188,0.3007,0.2805,1.34,1.09,7.2,8.9,2.0,0.0,2.11,0.24,1.39,0.37,team1,team1,team2,1,0,0,0,1,1,0,1
2019,2019-08-17,Argentina Primera Division,San Lorenzo,Rosario Central,44.8,39.12,0.5016,0.2277,0.2707,1.49,0.91,12.9,7.2,2.0,2.0,2.31,0.72,2.28,0.42,team1,tie,team1,0,0,0,0,1,0,1,0
2019,2019-08-17,Argentina Primera Division,Racing Club,River Plate,55.23,66.29,0.2904,0.4567,0.2529,1.24,1.62,41.1,92.5,1.0,6.0,0.8,2.99,0.8,1.73,team2,team2,team2,1,1,1,0,1,0,1,0
2019,2019-08-18,Argentina Primera Division,Patronato,Huracán,36.72,40.48,0.3972,0.3299,0.2729,1.36,1.22,1.1,3.6,2.0,1.0,1.92,1.17,1.38,1.12,team1,team1,team2,1,0,0,1,1,1,0,1
2019,2019-08-18,Argentina Primera Division,Defensa y Justicia,Arsenal Sarandi,46.43,37.7,0.5338,0.2117,0.2545,1.64,0.93,3.7,3.8,0.0,3.0,0.53,2.13,1.4,1.33,team1,team2,team2,0,1,0,0,0,0,0,0
2019,2019-08-18,Argentina Primera Division,Lanus,Velez Sarsfield,41.46,52.05,0.3244,0.4059,0.2698,1.23,1.4,2.1,12.0,3.0,1.0,1.85,0.11,0.61,0.97,team2,team1,team2,0,0,0,1,0,0,0,1
2019,2019-08-18,Argentina Primera Division,Boca Juniors,Aldosivi,64.17,36.25,0.7891,0.0509,0.1601,2.2,0.38,63.7,2.7,2.0,0.0,1.9,0.4,1.68,0.79,team1,team1,team1,1,1,1,1,1,1,1,0
2019,2019-08-19,Argentina Primera Division,Atlético Tucumán,Godoy Cruz,37.64,35.48,0.4289,0.3041,0.267,1.46,1.19,0.4,0.2,1.0,0.0,0.89,0.73,2.19,0.78,team1,team1,team1,1,1,1,0,1,0,0,0
2019,2019-08-19,Argentina Primera Division,Colon Santa Fe,Gimnasia La Plata,38.09,35.84,0.43799999999999994,0.2788,0.2832,1.35,1.02,0.5,0.7,2.0,1.0,2.33,1.56,1.08,0.97,team1,team1,team2,1,0,0,1,1,0,0,1
2019,2019-08-19,Argentina Primera Division,Estudiantes,CA Independiente,39.11,51.91,0.2915,0.4336,0.2749,1.1,1.4,2.0,26.7,3.0,0.0,0.71,0.23,0.67,0.66,team2,team1,team2,0,0,0,0,0,1,0,0
2019,2019-08-23,Argentina Primera Division,Arsenal Sarandi,San Lorenzo,40.28,45.46,0.3859,0.3485,0.2656,1.4,1.32,10.5,12.0,0.0,2.0,0.84,1.25,0.79,0.93,team1,team2,team2,0,1,0,0,0,0,0,0
2019,2019-08-24,Argentina Primera Division,Gimnasia La Plata,Defensa y Justicia,35.59,43.84,0.3527,0.3668,0.2805,1.22,1.25,0.5,0.8,0.0,1.0,0.97,1.37,0.76,1.15,team2,team2,team2,1,1,0,1,0,1,0,1
2019,2019-08-24,Argentina Primera Division,Velez Sarsfield,Newell's Old Boys,50.75,43.78,0.504,0.2314,0.2646,1.54,0.96,4.3,11.6,3.0,1.0,1.16,1.48,0.96,0.82,team1,team1,team2,1,0,0,1,0,1,0,1
2019,2019-08-24,Argentina Primera Division,Rosario Central,Patronato,38.52,37.32,0.4505,0.2745,0.2749,1.42,1.05,2.2,2.4,1.0,1.0,1.55,0.2,1.96,0.99,team1,tie,team2,0,0,1,1,0,0,0,1
2019,2019-08-24,Argentina Primera Division,CA Independiente,Colon Santa Fe,50.41,38.33,0.578,0.1778,0.2443,1.72,0.84,14.3,1.4,2.0,0.0,1.14,0.51,1.52,0.86,team1,team1,team1,1,1,1,0,0,0,1,0
2019,2019-08-25,Argentina Primera Division,Godoy Cruz,Estudiantes,35.06,40.47,0.3742,0.3335,0.2923,1.19,1.11,0.2,2.9,2.0,1.0,1.6,1.33,1.38,1.44,team1,team1,team2,1,0,0,1,1,1,0,1
2019,2019-08-25,Argentina Primera Division,Union Santa Fe,Lanus,42.26,42.73,0.4329,0.2912,0.2758,1.4,1.09,2.7,3.9,1.0,2.0,0.58,0.5,1.06,0.85,team1,team2,team2,0,1,1,0,1,0,1,0
2019,2019-08-25,Argentina Primera Division,Central Córdoba Santiago del Estero,Racing Club,36.5,52.91,0.2734,0.4728,0.2537,1.18,1.63,1.0,8.6,0.0,0.0,1.13,0.77,1.42,0.9,team2,tie,team2,0,0,0,0,0,0,0,0
2019,2019-08-25,Argentina Primera Division,River Plate,Talleres de Córdoba,68.66,41.83,0.7955,0.0541,0.1504,2.34,0.45,89.4,5.2,0.0,1.0,0.64,1.59,1.23,0.97,team1,team2,team1,0,0,0,0,0,0,0,1
2019,2019-08-25,Argentina Primera Division,Banfield,Boca Juniors,44.26,64.19,0.1944,0.5712,0.2343,0.97,1.84,7.2,83.1,0.0,1.0,1.68,0.17,1.15,0.23,team2,team2,team2,1,1,0,0,0,0,0,0
2019,2019-08-26,Argentina Primera Division,Aldosivi,Atlético Tucumán,36.19,38.09,0.405,0.307,0.28800000000000003,1.27,1.07,0.3,1.1,3.0,0.0,1.55,1.58,0.21,2.04,team1,team1,team2,1,0,0,0,0,0,0,0
2019,2019-08-26,Argentina Primera Division,Huracán,Argentinos Juniors,39.87,41.57,0.4169,0.3039,0.2792,1.35,1.11,3.4,5.6,0.0,0.0,1.36,0.34,0.64,0.56,team1,tie,team2,0,0,0,0,0,1,0,0
2019,2019-08-30,Argentina Primera Division,Lanus,Central Córdoba Santiago del Estero,43.38,37.01,0.5135,0.2287,0.2578,1.61,0.98,7.3,2.3,1.0,0.0,0.69,0.74,1.22,1.24,team1,team1,team1,1,1,0,0,1,0,1,0
2019,2019-08-30,Argentina Primera Division,Defensa y Justicia,Banfield,44.59,45.07,0.4327,0.2904,0.2769,1.39,1.09,2.4,3.9,0.0,0.0,0.75,0.37,0.42,0.32,team1,tie,team2,0,0,0,0,0,1,1,1
2019,2019-08-30,Argentina Primera Division,Estudiantes,Velez Sarsfield,40.04,50.76,0.3229,0.392,0.2851,1.13,1.27,3.3,11.3,0.0,1.0,1.4,0.22,2.67,0.69,team2,team2,team2,1,1,0,1,0,0,0,1
2019,2019-08-31,Argentina Primera Division,Argentinos Juniors,Gimnasia La Plata,41.43,34.87,0.5091,0.2152,0.2757,1.46,0.84,3.7,0.2,1.0,0.0,1.3,1.09,1.23,1.35,team1,team1,team1,1,1,1,0,1,0,1,0
2019,2019-08-31,Argentina Primera Division,San Lorenzo,Union Santa Fe,46.59,41.6,0.5059,0.225,0.2691,1.51,0.91,20.3,1.9,2.0,1.0,0.78,1.36,0.72,1.2,team1,team1,team1,1,1,1,1,0,1,0,1
2019,2019-08-31,Argentina Primera Division,Patronato,CA Independiente,36.86,50.63,0.2853,0.4501,0.2646,1.15,1.51,3.1,23.7,1.0,0.0,0.82,1.05,2.02,1.52,team2,team1,team2,0,0,1,0,1,0,0,0
